Brewery ID,Brewer Name,City,State,Zip,Lat,Long
8818,Dale Bros. Brewery,,,,,
8912,Privatbrauerei Kesselring Gmbh & Co. KG,,,,,
8913,Hasen Bräu Augsburg,,,,,
8919,Suginoya Brewery (Hamachi Shuzo K.K.),,,,,
8923,The Olde Heidelberg Tavern and Brew Pub,,,,,
8930,Dempsey's Restaurant And Brewery,,,,,
8943,Old Cottage,,,,,
8958,Spectrum Brewery,,,,,
8984,Bazens' Brewery Co Ltd,,,,,
8994,Les Brasseurs De Lorraine,,,,,
9003,Erzquell Brauerei Bielstein Haas & Co. KG,,,,,
9008,Buffalo Brewpub,,,,,
9011,Rebellion Beer Co,,,,,
9020,Yazoo Brewing Company,,,,,
9021,Weiss Rössl Bräu,,,,,
9025,Boscos Restaurant & Brewing Co. - Little Rock,,,,,
9026,Wanaka Beerworks,,,,,
9027,Miner's Brewery,,,,,
9028,Brasserie Nationale d'Haiti,,,,,
9031,Nelson Bay's Brewery,,,,,
9035,Aiken Brewing Company,,,,,
9036,BJ's Restaurant & Brewery,,,,,
9045,Times Square Brewery,,,,,
9048,Industrial Cervecera S.A. / Compañía Cervecera De Nicaragua,,,,,
9051,Moor Beer Company,,,,,
9054,Downton Brewery Company,,,,,
9055,Kazbegi JSC,,,,,
9056,Chernigivske Pivokombinat,,,,,
9057,Samarqand 1-Son Pivo Zavodi Pulsar,,,,,
9061,Brasserie Des Abers,,,,,
9062,Les Trois Brasseurs,,,,,
9065,Brasserie Cooperative Tri Martolod,,,,,
9089,Permskaya Pivovarinnaya Kompaniya,,,,,
9090,Pivovariya Solenoukhov,,,,,
9095,Deschutes Brewery & Public House,,,,,
9099,Zolotoy Ural OAO,,,,,
9104,Front Street Brewery,,,,,
9121,SBC Restaurant & Brewery - Branford,,,,,
9135,Dark Isle Brewery,,,,,
9138,Cheers Tavern,,,,,
9139,Feral Brewing Co.,,,,,
9141,Mallard Brewery,,,,,
9146,Wineglass Bay Brewery,,,,,
9148,Woof Breweries,,,,,
9149,Ranova-Krasnaya,,,,,
9174,Smokehouse Winery,,,,,
9187,Gotenba Kohgen Brewery,,,,,
9188,Norilskiy Pivovarinniy Zavod,,,,,
9192,Brasserie De La Chapelle,,,,,
9193,Brasserie Morbraz,,,,,
9197,Huisbrouwerij Sint Canarus,,,,,
9208,Umenishiki Yamakawa,,,,,
9209,Sapporo Kaitakushi Brewery Harriet,,,,,
9211,Doshisha Corporation,,,,,
9225,Susukino Ji-Beer (Shimijimi Sapporo Restaurant/Brewpub),,,,,
9226,Whitstran Brewing Company,,,,,
9229,Kagawa Brewery,,,,,
9256,Brouwerij Meesters,,,,,
9261,Krasnozerskiy Pivkombinat Novosibirskovo Oblpotrebsoyuz,,,,,
9262,"Grupo Cervezas Alhambra, SL",,,,,
9264,Royal Bavaria Restaurant & Brewery,,,,,
9269,Flour City Brewing Co.,,,,,
9275,PT Bali Hai Brewery Indonesia,,,,,
9276,Trask Brewery & Public House,,,,,
9282,Boscos Restaurant & Brewing Co. - Memphis,,,,,
9283,Brauerie Franz Kammhuber,,,,,
9297,Brasserie du Bouffay,,,,,
9298,Brasserie De La Cote De Jade,,,,,
9300,Les Sarments,,,,,
9329,Bintara Brewery,,,,,
9343,Beer Works,,,,,
9345,Wm. Kuether Brewing,,,,,
9347,Pivovar Ferdinand / Pivovar Beneov,,,,,
9349,M&#283;&#357;anský Pivovar Strakonice,,,,,
9350,Pivovar Vykov,,,,,
9351,Pivovar a Sodovkárna Jihlava,,,,,
9359,C&#275;su Alus Darîtava,,,,,
9369,Myanmar Brewery and Distillery,,,,,
9370,Consorcio Cervecero De Baja California ( La Taberna TJ ),,,,,
9372,"Compania Cervecera Kunstmann, S.A.",,,,,
9373,South East Asia Brewery,,,,,
9374,UAB Švyturys,,,,,
9378,Wadi-Brau-Huss AG,,,,,
9385,Apu Brewery,,,,,
9388,"Dempsey's Brewery, Restaurant & Pub",,,,,
9414,La Brasserie Du Scala,,,,,
9422,Wold Top Brewery,,,,,
9429,Rheingold Brewing Co.,,,,,
9457,"Jacob Rainier & Sohn, Brauerei",,,,,
9480,Pater Van Damme,,,,,
9482,Ishikari Banya No Ji-Beer,,,,,
9483,Kairinmaru Beer,,,,,
9510,Privatbrauerei Waldhaus,,,,,
9529,Cumberland Brews,,,,,
9534,John Martin's (John Martin SA),,,,,
9538,Atomic Ale Brewpub And Eatery,,,,,
9545,Joker Bar,,,,,
9550,Upstream Brewing Company - Legacy,,,,,
9558,Brown's Brewing Company,,,,,
9563,Queen City Brewing Limited,,,,,
9568,Teme Valley Brewery,,,,,
9570,Apex Brewing Company,,,,,
9574,Red Lion Ales,,,,,
9592,Prodel S.r.l,,,,,
9605,"Loddon Brewery, The",,,,,
9608,Shaws Brewery,,,,,
9611,Wild River Brewery And Restaurant,,,,,
9632,Brasserie Lauth,,,,,
9639,"Old Mill Brewery, The",,,,,
9645,Halifax Steam Brewing Company Ltd,,,,,
9663,Heineken Italia SpA,,,,,
9672,Yokohama Beer,,,,,
9673,Tokachi Beer,,,,,
9685,Amnesia Brewing,,,,,
9700,Hereford Brewery,,,,,
9704,Emmett's Brewing Company,,,,,
9717,Mo’s Place Grill & BrewPub,,,,,
9718,Cwmbran Brewery,,,,,
9726,Les Frères Houblon Microbrasserie,,,,,
9729,Holdfast Hotel,,,,,
9734,Awa Bakushu,,,,,
9741,Artebirraia,,,,,
9745,Margaret River Ale Company,,,,,
9749,Bondi Beer Company,,,,,
9750,Nagisa Beer K.K.,,,,,
9767,Welton's Brewery,,,,,
9771,Harringtons Brewery,,,,,
9772,Dux de Lux,,,,,
9774,Huebert Brewing Company,,,,,
9775,Brasserie De Saint Omer,,,,,
9784,Zero Gravity Craft Brewery / American Flatbread,,,,,
9790,The Duck-Rabbit Craft Brewery,,,,,
9797,North Country Brewing,,,,,
9816,Bryggeriet Refsvindinge,,,,,
9819,Thoroughbreds Grill & Brewing,,,,,
9820,Elk Head Brewing Company,,,,,
9823,Downtown Joe's American Bar And Grill,,,,,
9826,Altitude Chophouse & Brewery,,,,,
9827,Big City Brewing CO LTD,,,,,
9830,Clair De Lorraine,,,,,
9854,Tuatara Brewing Co.,,,,,
9860,Chiltern Brewery,,,,,
9863,Brewsters Brewing Company & Restaurant - Eleventh Avenue,,,,,
9865,Brewsters Brewing Company & Restaurant - Lake Bonavista,,,,,
9869,Astoria Brewing Company / Wet Dog Cafe,,,,,
9877,Rush River Brewing Company,,,,,
9880,Brasserie Artisanale Du Dauphiné,,,,,
9891,Brasserie Warenghem,,,,,
9892,Tigertops Brewery,,,,,
9897,Jolly Pumpkin Artisan Ales,,,,,
9899,C.I. Shenanigan's Seafood & Chophouse,,,,,
9903,Brasserie Alauna,,,,,
9904,Ferme-Brasserie De Gaillon,,,,,
9905,Beer Works Chitose,,,,,
9914,Sequoia Brewing Company,,,,,
9921,Brasserie Artisanale Des Grands Cols,,,,,
9922,Brasserie Des Trois Fontaines,,,,,
9932,Winkels Getränke GmbH & Co./Markgrafenbräu,,,,,
9961,Cerveza Ancla Colombia,,,,,
9962,Birkenhead Brewery,,,,,
9979,Moulin Des Moines,,,,,
9985,Olde Towne Brewing Co.,,,,,
10004,Brasserie Distillerie Du Mont Blanc,,,,,
10029,Bluetongue Brewery Pty Ltd,,,,,
10038,Alt-Oberurseler Brauhaus,,,,,
10046,Left Coast Brewing Company,,,,,
10049,Kamloops Brewery Ltd,,,,,
10067,Brasserie An Alarc'h,,,,,
10068,Brasserie Artisanale Du Trégor,,,,,
10085,Brouwerij De Kemphaan,,,,,
10087,Omaha Jack's Grillhouse & Brewery,,,,,
10089,Redoak Boutique Beer Café,,,,,
10093,Strangford Lough Brewing Company Ltd,,,,,
10095,Cervejaria Baden Baden,,,,,
10096,Cervejaria Sudbrack Ltda,,,,,
10097,Harpoon Brewery,,,,,
10101,"Fujiyama Beer, K.K.",,,,,
10102,Randalls of Guernsey,,,,,
10103,Bakushukan Clair (Kure Beer),,,,,
10104,Yuiga Doxon Ji Beer,,,,,
10113,Waiheke Island Brewery Ltd,,,,,
10114,Vulkan Brauhaus GmbH,,,,,
10116,Steelback Brewery,,,,,
10122,Thunder Bay Brewing Company,,,,,
10131,BABB Srl,,,,,
10148,Grado Plato,,,,,
10152,Moonshine,,,,,
10153,Pisgah Brewing Co.,,,,,
10154,Abbey Bells Brewery,,,,,
10155,Acorn Brewery Of Barnsley,,,,,
10157,Brasserie Les Trois Fourquets,,,,,
10158,Belvoir Brewery Ltd,,,,,
10164,Brouwerij Clarysse NV,,,,,
10165,Tarricone S.p.A.,,,,,
10184,Black Dog Brewery,,,,,
10193,Blindmans Brewery,,,,,
10204,Zuma Brewing Company,,,,,
10214,Cervejaria Petrópolis,,,,,
10215,De Porto Ind. E Com. De Bebidas Ltda.,,,,,
10217,Cervejaria Devassa,,,,,
10218,Big Easy Brewing Company,,,,,
10224,"BJ's Pizza, Grill & Brewery",,,,,
10226,Water Street Brewing & Ale House,,,,,
10243,Brasserie De La Pigeonnelle,,,,,
10245,Ferme-Brasserie Saint Rieul,,,,,
10272,Innis & Gunn,,,,,
10279,OPA-OPA Steakhouse & Brewery,,,,,
10284,Independence Brewing Co.,,,,,
10287,Micro Cervejaria Falke Bier,,,,,
10288,Industrial Norte Paranaense De Bebidas Ltda,,,,,
10290,Stratford Brewing Company,,,,,
10298,Akashi Brewery K.K.,,,,,
10312,Cervejaria Ashby,,,,,
10317,Tindall Ale Brewery,,,,,
10321,Central City Brewing,,,,,
10324,Scarampola,,,,,
10325,Vecchio Birraio,,,,,
10365,William Greenwood Brewing Co Ltd,,,,,
10366,Zerodegrees Bristol,,,,,
10370,Old Bear Brewery,,,,,
10378,Old Capitol Brew Works and Public House,,,,,
10393,Shinshu Toumi City Promotion Public Corporation,,,,,
10397,Sly Fox Brewing Company,,,,,
10425,McMenamins Old St. Francis School,,,,,
10436,Klamath Basin Brewing Co.,,,,,
10439,Ridna Marka,,,,,
10443,Brasserie Du Sollier,,,,,
10446,Two Rows Restaurant And Brewery,,,,,
10450,Dorset Brewing Company Ltd,,,,,
10453,Wylam Brewery,,,,,
10460,Marble Arch Pub,,,,,
10485,East End Brewing Company,,,,,
10523,Gotlands Bryggeri,,,,,
10525,Bryggeriet S.C. Fuglsang,,,,,
10526,Israel Beer Breweries Ltd.,,,,,
10540,La Cervesera Artesana,,,,,
10541,Cucapá Brewing Company,,,,,
10543,Three Rivers Eatery And Brewhouse,,,,,
10544,Guinness Nigeria PLC,,,,,
10546,Suomenlinnan Panimo Sveaborgs Bryggeri,,,,,
10548,St. Vincent Brewary LTD.,,,,,
10549,Charleville Vineyard Microbrewery,,,,,
10557,KleinBrouwerij De Glazen Toren,,,,,
10560,Illinois Brewing Company,,,,,
10567,John S. Rhodell Brewery,,,,,
10574,Gasthaus-Brauerei Braustelle,,,,,
10588,Hoppers Grill & Brewing Co.,,,,,
10590,Bitter Creek Brewing Company,,,,,
10607,Sixpoint Brewery,,,,,
10613,Great Northern Brewery and Restaurant,,,,,
10626,Stumptown Brewery & Smokehouse,,,,,
10629,Schmohz Brewing Company,,,,,
10641,Thomas Hardy Burtonwood Limited,,,,,
10643,Derwent Brewing Co.,,,,,
10661,Big Horn Brewing Company,,,,,
10673,Warbird Brewing Company,,,,,
10678,La Tour A Bières,,,,,
10699,Pittsfield Brew Works,,,,,
10703,Yumeminatobeer Co. Ltd.,,,,,
10707,Trader Joe's Brewing Company,,,,,
10729,Cervejaria Colorado,,,,,
10750,An Teallach Ale Co.,,,,,
10753,Islay Ale Co. Ltd.,,,,,
10758,Cervejaria Universitária,,,,,
10768,Doghouse Brewery Co,,,,,
10772,Isetskiy Pivobyezalkogolniy Zavod,,,,,
10774,Micro-Brasserie Brouemont,,,,,
10775,La Mare Au Diable,,,,,
10790,Beck's Sports Brewery,,,,,
10796,Flying Monkeys Craft Brewery,,,,,
10808,Die Weisse Salzburger Weissbierbrauerei,,,,,
10818,Bauer´s Marchfelder Storchenbräu,,,,,
10829,Keltenhof,,,,,
10836,Roosterfish Brewing Co.,,,,,
10861,Sharp's Brewery,,,,,
10878,"Minakuchi Shuzo, K.K.",,,,,
10892,Maluti Mountain Brewery / Lesotho Brewing,,,,,
10897,Carlsberg Sverige AB,,,,,
10898,Hantverksbryggeriet AB,,,,,
10899,"Irish Pub Sundsvall (""Dublin"")",,,,,
10902,Närke Kulturbryggeri AB,,,,,
10903,Oppigårds Bryggeri AB,,,,,
10912,Golden State Brewing Company,,,,,
10924,Casa Di Conti,,,,,
10930,Oirschots Bier,,,,,
10950,Richmodis-Bräu,,,,,
10960,Ramapo Valley Brewery,,,,,
10991,Christian Moerlein Brewing Company,,,,,
10993,Shirak Manufacturers,,,,,
10994,VAT Berdichivskiy Pivzavod,,,,,
10996,Roots Organic Brewery,,,,,
11017,Trumer Brauerei Berkeley,,,,,
11031,Brouwerij De Molen,,,,,
11032,EleganT Brouwerij,,,,,
11034,"Bard's Tale Beer Company, LLC",,,,,
11036,Foothills Brewing Company,,,,,
11038,Keltic Brewing Company,,,,,
11039,The Frog & Onion - Dockyard Brewing Co.,,,,,
11053,The Firehouse Brewing Co.,,,,,
11061,Herslev Bryghus,,,,,
11065,Olvi Oyj,,,,,
11066,Mack Bryggeri,,,,,
11068,Carlsberg Italia S.p.A.,,,,,
11074,Bootie Brewing Company,,,,,
11080,Weetwood Ales,,,,,
11082,Stewart Brewing Ltd,,,,,
11084,"Great Sex Brewing, Inc.",,,,,
11103,Maribo Bryghus (Royal Unibrew),,,,,
11124,Murrieta Pizza & Brewing,,,,,
11127,The Pumphouse Bar,,,,,
11138,Kláterní pivovar Želiv s.r.o.,,,,,
11139,Valleibieren Leusden,,,,,
11141,Hank is Wiser Brewery,,,,,
11142,Torin & Co.,,,,,
11143,Pilsnergubbarna AB,,,,,
11148,Braidwood Brewery,,,,,
11150,"Florida Brewery, Inc",,,,,
11159,"Pivovar Nymburk, spol. s r.o.",,,,,
11174,Cervecera Mexicana S.A. De C.V.,,,,,
11186,"Grainstore Brewery, The [Davis'es Brewing Co Ltd]",,,,,
11203,Hog Haus Brewing Company,,,,,
11205,M&#283;stský Pivovar Platan S.r.o.,,,,,
11206,Pivovar Podková&#328;,,,,,
11207,Maui Brewing Co. (Brewpub),,,,,
11212,Iron Horse Brewery,,,,,
11239,Finnegans Inc.,,,,,
11241,Angry Minnow Brewpub,,,,,
11256,À l’abri de la Tempête,,,,,
11257,Ogawa Beer,,,,,
11269,Brugge Brasserie,,,,,
11272,Tryst Brewery,,,,,
11284,Four + Brewing Company,,,,,
11285,Brauerei Bruckmüller,,,,,
11287,Brauerei Winkler,,,,,
11326,Bowland Beer Company Limited,,,,,
11327,Hesket Newmarket Brewery,,,,,
11328,Westerham Brewery Company Ltd,,,,,
11333,Beer Station,,,,,
11341,Hideout Brewing Company,,,,,
11342,Schooner's Grille & Brewery,,,,,
11344,Cuillin Brewery,,,,,
11357,Artos Breweries Ltd,,,,,
11361,Heiner Brau,,,,,
11365,Færgekroen,,,,,
11370,Hill Brewing Company,,,,,
11371,Shimane Beer K.K.,,,,,
11372,Hamanako Brewery,,,,,
11384,Valott,,,,,
11385,Salamander Brewing Company,,,,,
11392,Ales Of Scilly Brewery,,,,,
11394,Butts Brewery Ltd.,,,,,
11395,Tring Brewery Company Ltd.,,,,,
11410,Bartrams Brewery,,,,,
11421,Sin City Brewing Co.,,,,,
11426,SBC Restaurant & Brewery - Milford,,,,,
11434,Brasserie Du Canardou,,,,,
11437,Northern Brewing Limited,,,,,
11438,Nelson Brewing Company,,,,,
11439,"Healthy Brew, Inc.",,,,,
11466,Lodi Beer Company,,,,,
11482,Traktir Rus,,,,,
11485,Grindstone Brewing Co.,,,,,
11489,Interbeer,,,,,
11492,Methow Valley Brewing Company/Twisp River Pub,,,,,
11494,Sonoma Chicken Coop,,,,,
11497,Wig & Pen Tavern & Brewery,,,,,
11512,Beltaine Appennino Risorse,,,,,
11524,Pivovar Janá&#269;ek,,,,,
11528,Le Grimoire,,,,,
11530,Leek Brewing Company Ltd,,,,,
11531,Brouwerij Angerik BVBA,,,,,
11532,Brasserie Authentique,,,,,
11551,Deka Brewery,,,,,
11565,Mt. Tallac Brewing,,,,,
11580,Santa Cruz Mountain Brewing,,,,,
11587,Le Sergent Recruteur,,,,,
11597,Asheville Brewing Company,,,,,
11599,Green Man Brewery,,,,,
11600,Sacramento Brewing Company's Oasis,,,,,
11611,Bridge Road Brewers,,,,,
11618,Wiedenmayer Brewing Corp.,,,,,
11650,Mobius Brewing,,,,,
11659,Rome Street Tavern Grill,,,,,
11675,Silverton Brewery,,,,,
11679,Four Peaks Grill & Tap,,,,,
11689,Gella's Diner & Lb. Brewing Co.,,,,,
11710,Speciaalbierbrouwerij Oijen,,,,,
11711,Stichting Noordhollandse Alternatieve Bierbrouwers (SNAB),,,,,
11715,Destiny Brewing Company,,,,,
11726,Privatbrauerei Friedrich Riemhofer GmbH & Co. KG,,,,,
11739,Brasserie Mortal's Beers,,,,,
11742,Isle Of Mull Brewing Co. Ltd.,,,,,
11743,Naylor's Brewery,,,,,
11746,Le Brasse-Temps (Mons) / Microbrasserie Le Brasse-Temps,,,,,
11747,Hargreaves Hill Brewing Company,,,,,
11748,Diamond Beer Brewing Company,,,,,
11750,Brasserie Grain D'Orge,,,,,
11752,Brasserie De Lautène,,,,,
11753,Brasserie Artisanale Millevertus De Toernich,,,,,
11754,Brasserie Saint Donat,,,,,
11784,A Tribbiera,,,,,
11814,Saugatuck Brewing Company,,,,,
11819,Brauerei Baar AG,,,,,
11841,Schnuckenbräu,,,,,
11856,Syndicate Restaurant & Brewery,,,,,
11863,Brasserie Artisanale De La Divatte,,,,,
11864,Brasserie Artisanale Ratz,,,,,
11867,Brasserie De La Brière,,,,,
11872,Brasserie Saint-Germain,,,,,
11882,Round Barn Brewery,,,,,
11890,Bierbrouwerij Grand-Café  Emelisse,,,,,
11891,Bierbrouwerij Mommeriete,,,,,
11904,Bush Shack Brewery,,,,,
11927,Steam Brewing Company,,,,,
11933,Coach's Restaurant,,,,,
11936,Sierra Madre Brewing Co.,,,,,
11940,Brasserie De Tunis,,,,,
11941,Pécsi Sörfözde,,,,,
11977,Howe Sound Inn & Brewing Company,,,,,
11984,Shoreline Brewery And Restaurant,,,,,
12003,Emmett's Brewing Company,,,,,
12007,Hayashibune Yakurai Beer,,,,,
12011,Macardle Moore,,,,,
12041,Les Bieres Des Hauts,,,,,
12047,Svaneke Bryghuse,,,,,
12097,BrewPub København,,,,,
12098,Skye Book And Brew,,,,,
12110,Gritty McDuff's Brewery & Pub,,,,,
12125,Storm Brewing Co.,,,,,
12128,Fox Brewery Ltd,,,,,
12130,Wild's Brewery Ltd.,,,,,
12140,Steinbach Bräu,,,,,
12142,Williams Brothers Brewing Company,,,,,
12145,Bushy's (Mount Brewing Company Ltd),,,,,
12154,Vasa Bryggeri AB,,,,,
12155,The Mash Tun,,,,,
12164,Back Street Brewery,,,,,
12173,Brasseurs Savoyards,,,,,
12215,Minipivovar U Medvídků,,,,,
12222,Bere Trei Stejari,,,,,
12224,Rinkuškiai Alaus Darykloje,,,,,
12225,Société Des Brasseries De L'Ouest Africain (S.O.B.O.A.),,,,,
12227,Brau Union Hungária Sörgyárak / Soprony Brewery,,,,,
12238,Klaterní Pivovar / The Strahov Monastic Brewery,,,,,
12243,Birrificio Artigiano - Orzo Bruno,,,,,
12252,Falls Brewing Company,,,,,
12267,Porter House,,,,,
12270,Old Spot Brewery Ltd,,,,,
12272,Hobsons Brewery,,,,,
12305,Brasserie Des Rateliers,,,,,
12311,Sancolodi,,,,,
12314,Dry Dock Brewing Co.,,,,,
12315,Old Mill Brewery & Grill,,,,,
12319,Mildura Theatre Brewery Pty Ltd,,,,,
12328,III Dachshunds/City Lounge,,,,,
12334,Schloderer Bräu,,,,,
12351,Lightning Brewery,,,,,
12352,Noujikumiaihoujin Iganosato Mokumoku Tezukuri Farm,,,,,
12353,Brauerei-Gaststätte Schwarzer Adler,,,,,
12354,Brauerei Hebendanz,,,,,
12370,Slopes Restaurant & Brewpub,,,,,
12375,Mt. Carmel Brewing Company,,,,,
12379,Snowy Mountains Brewery,,,,,
12387,WoodVille Brewing Co.,,,,,
12389,Wildlife Brewing & Pizza,,,,,
12392,Petite Brasserie Ardennaise,,,,,
12431,Privatbrauerei St. Ingbert,,,,,
12434,"Miyoshi Beer Co., Ltd. - Sanji Beer Co.",,,,,
12457,Uncle Stuart's Brewery,,,,,
12471,Ellersick Brewing Company,,,,,
12477,Skopska Pivara (Heineken),,,,,
12487,Scrooge & Marley Brewing Co.,,,,,
12491,Hops Grill & Brewery,,,,,
12496,Flathead Lake Brewing Company,,,,,
12502,Blue Heron BrewPub,,,,,
12510,Privat Brauerei Zötler,,,,,
12516,Thirsty Dog Brewing Company,,,,,
12520,Sherbrooke Liquor Store,,,,,
12533,Three Degrees Bar Brewery Brasserie,,,,,
12534,Bright Brewery,,,,,
12537,Slater's Ales,,,,,
12538,Moorilla Estate,,,,,
12547,The Livery,,,,,
12558,Hanby Ales,,,,,
12559,Humpty Dumpty Brewing Company,,,,,
12560,Jarrow Brewing Company,,,,,
12562,North Yorkshire Brewing Company,,,,,
12578,Purrumbete Brewing Company,,,,,
12579,Red Hill Brewery,,,,,
12581,Baikalskaya Pivovarenniya Kompaniya,,,,,
12582,Bauskas Alus,,,,,
12583,Taybeh Brewing Co.,,,,,
12584,Tibet Lhasa Brewery Co.,,,,,
12585,"Chillers Brew Pub, Eatery & Offsale",,,,,
12590,Pivovar Hostan,,,,,
12591,Rogue's Roost Brew Pub & Eatery,,,,,
12604,Pivovar Popper,,,,,
12612,Cerveza Cosaco,,,,,
12613,Sierra Madre Brewing Co.,,,,,
12616,Buffy's Brewery,,,,,
12623,Guangzhou Zhujiang Brewery Co. Ltd.,,,,,
12668,Le Ble D'or,,,,,
12669,North Taiwan Brewery,,,,,
12677,Brauerei Gasthof Rittmayer,,,,,
12691,Macau Beer Company Limited,,,,,
12706,Kannah Creek Brewing Company,,,,,
12713,SchillingBridge Winery & Microbrewery,,,,,
12714,Koskipanimo Plevna,,,,,
12718,Saint André,,,,,
12736,Ryburn Brewery,,,,,
12744,Vintage Beers Pty Ltd,,,,,
12770,City Grille and Brewhaus,,,,,
12788,Firehouse Grill & Brewery,,,,,
12849,Warcop Brewery,,,,,
12864,Elveden Ales,,,,,
12877,NINE G Brewing Company,,,,,
12907,Sauris AgriBeer S.a.s,,,,,
12912,Fletcher Street Brewing Company,,,,,
12913,B.A.R.T.S.,,,,,
12921,Bryggeriet Skands,,,,,
12922,Gourmetbryggeriet,,,,,
12939,Tipple's Brewery,,,,,
12954,Jarrah Jacks / Pemberton Brewing Company,,,,,
12955,Colonial Brewing Company,,,,,
12957,Brasserie Celtik,,,,,
12959,Captain Lawrence Brewing Co.,,,,,
12997,Ram Big Horn Brewery,,,,,
13004,Milton Brewery,,,,,
13010,Bruveris - SIA Alus Tirdzniecibas Grupa,,,,,
13014,Surly Brewing Company,,,,,
13022,Rosie's Brewpub,,,,,
13029,Thornbridge Brewery,,,,,
13030,Porter Brewing Co. Ltd.,,,,,
13049,Brasserie La Bierataise,,,,,
13059,King Street Brewhouse,,,,,
13065,Telegraph Brewing Company,,,,,
13066,Old Savannah Brewing Company,,,,,
13067,Barossa Valley Brewing,,,,,
13086,Maihama Beer Koubou Harvestmoon Brewery At Roti's House,,,,,
13092,Otley Brewing Company Limited,,,,,
13096,Hideji Beer,,,,,
13107,McKenzie Brew House,,,,,
13111,Whittingtons Brewery,,,,,
13130,"Helios Distillery Co., Ltd.",,,,,
13131,Kirishima Corporation,,,,,
13136,Gage Roads Brewing Company,,,,,
13137,Elmar's In The Valley,,,,,
13159,Brasserie Artisanale La Frasnoise,,,,,
13160,'t Hofbrouwerijke,,,,,
13163,Millis Brewing Co. Ltd,,,,,
13164,Australian Independent Brewers,,,,,
13165,Barons Brewing Company,,,,,
13189,Little Valley Brewing Ltd,,,,,
13190,Wessex Brewery,,,,,
13199,Pivovar Ostravar (Staropramen Breweries / Inbev),,,,,
13207,Pivovar Corgo&#328; (Heineken Slovensko),,,,,
13208,Cereuro - Cervejeira Europeia (Tagus),,,,,
13209,"Drinkin - Comp. Ind. Bebidas E Alimentação, S.A. (CINTRA)",,,,,
13215,Baeren Brauerei,,,,,
13227,Founders Organic Brewery,,,,,
13228,Green Man Brewery,,,,,
13230,The Twisted Hop Real Ale Brewpub,,,,,
13231,Wigram Brewing Co,,,,,
13236,Big Ridge Brewing Co.,,,,,
13239,Royal Beer Company Ltd.,,,,,
13242,Nanto Brewery,,,,,
13252,Loco Brewery - Shimor,,,,,
13264,Unazuki  Beer Kan,,,,,
13271,Les Brasseurs,,,,,
13273,Farmer's Boy (Veralum Brewery),,,,,
13278,Oirase Brewery,,,,,
13290,Wäldches Bräu GmbH,,,,,
13295,White Horse Brewery Company Limited,,,,,
13296,Windsor Castle Brewery (Sadler's Ales),,,,,
13298,Barefoot Brewery,,,,,
13299,Cambridge Moonshine Brewery,,,,,
13302,Butternuts Beer & Ale,,,,,
13306,Greenfield Real Ale Brewing Ltd,,,,,
13307,Mikkeller ApS,,,,,
13327,Hereford & Hops Restaurant & Brewpub,,,,,
13337,Old Harbor Brewery Steak & Lobster House,,,,,
13342,Butautu Dvaro Bravoras / UAB Fulgor,,,,,
13382,SIA Piebalga Alus,,,,,
13391,Fallen Angel Brewery,,,,,
13393,First In Last Out (FILO) Brewery,,,,,
13394,Inawashiro Brewery,,,,,
13397,Mountaineer Brewing Co.,,,,,
13402,Black Lotus Brewery,,,,,
13403,Mill Creek Brewery / Freddy's Brewpub,,,,,
13407,Kloster Machern,,,,,
13408,Microbrauerei Barkowsky - Marcus Bräu,,,,,
13412,Syktyvkarpivo,,,,,
13423,Roosters Brewing Company and Restaurant,,,,,
13425,Brau Und Brunnen Brauereien GmbH,,,,,
13446,Wind River Brewing Company,,,,,
13447,Lander Brewing Company,,,,,
13450,Monterey Coast Brewing,,,,,
13473,West Berkshire Brewery Company,,,,,
13485,Hopstar Brewery,,,,,
13486,Lancaster Brewery Company Ltd,,,,,
13496,Jyohana Beer,,,,,
13501,The Cellar Grill,,,,,
13504,Lucky Labrador Beer Hall,,,,,
13523,Peaks Brewpub,,,,,
13524,Oceanside Ale Works,,,,,
13529,Stallhagens Bryggeri Ab,,,,,
13547,Ruby River Steakhouse & Brewery,,,,,
13548,Tracks Brewing Company,,,,,
13558,G.G. Brewers,,,,,
13564,Sonoran Brewing Company,,,,,
13594,Chastnaya Pivovarnya Erstes,,,,,
13602,Weston Brewing Company & O'Malley's Pub,,,,,
13614,Brauerei Neder,,,,,
13627,TOO Dinal,,,,,
13628,"TOO Kompaniya Ak-Nar (""Derbes"")",,,,,
13640,Baltika-Baku,,,,,
13656,Sierra Madre Brewing Co.,,,,,
13659,Kross Microbrew Beer (Southern Brewing Company),,,,,
13662,Saimaan Panimo,,,,,
13667,Starr Hill Brewery,,,,,
13670,The Two Metre Tall Company Pty Ltd,,,,,
13757,Pitchers Brewery & Sports Shack,,,,,
13768,Gardner Ale House,,,,,
13789,Küppers Brauerei GmbH,,,,,
13816,Wensleydale Brewery Ltd,,,,,
13818,Lipetskpivo,,,,,
13819,Romanovskiy Produkt,,,,,
13831,Taps Brewing Co. Inc.,,,,,
13832,Skeena Brewing Company,,,,,
13865,Ölands Gårdsbryggeri,,,,,
13866,"Hosokawa Sake Brewing Co., Ltd.",,,,,
13879,Riverside Brewery And Restaurant,,,,,
13882,Galatea Spirits,,,,,
13884,Peak Organic Brewing Company,,,,,
13891,Potton Brewery Company Limited,,,,,
13892,Red Squirrel Brewery,,,,,
13897,Marston Moor Brewery Limited,,,,,
